missing_reference,count
Application number: 43660/21,1
Application number: 10131/23,1
Application number: 46615/21,1
Application number: 46558/21,1
Application number: 54/21,1
Application number: 715/20,1
Application number: 45960/21,1
Application number: 64/21,1
Application number: 10/23,1
Application number: 53747/21,1
Application number: 43656/21,1
Application number: 46934/22,1
Application number: 43658/21,1
Application number: 43667/21,1
Application number: 47816/22,1
Application number: 13772/23,1
Application number: 47531/22,1
Application number: 9551/23,1
Application number: 41578/21,1
Application number: 23626/21,1
Application number: 14411/22,1
"Zana v. Turkey, 25 November 1997, §§ 71-73, Reports 1997 VII",1
Application number: 58265/21,1
Application number: 7224/22,1
Application number: 57954/21,1
Application number: 3546/22,1
Application number: 43762/21,1
Application number: 59993/21,1
Application number: 58858/21,1
Application number: 54544/21,1
Application number: 5288/22,1
Application number: 50155/21,1
Application number: 11807/20,1
Application number: 12387/17,1
Application number: 22431/21,1
Application number: 42164/21,1
Application number: 2637/17,1
Application number: 8692/23,1
Application number: 43010/21,1
Application number: 48304/21,1
Application number: 13928/22,1
Application number: 54124/21,1
Application number: 20172/19,1
Application number: 18289/22,1
Application number: 42407/21,1
Application number: 5326/21,1
Application number: 18658/19,1
Application number: 44113/21,1
Application number: 8026/22,1
Application number: 45621/18,1
Application number: 32390/20,1
Application number: 30581/22,1
Application number: 20949/22,1
Application number: 78918/17,1
Application number: 58989/21,1
Application number: 41399/15,1
"Guérin v. France [GC], 29 July 1998, § 37, Reports of Judgments and Decisions 1998-V",1
Application number: 31332/18,1
"Deweer v. Belgium, 27 February 1980, § 49, Series A no. 35",1
Application number: 7355/22,1
Application number: 24997/22,1
Application number: 4456/22,1
Application number: 25431/22,1
Application number: 5355/22,1
Application number: 25703/22,1
Application number: 4478/22,1
Application number: 11074/22,1
Application number: 5359/22,1
Application number: 7323/22,1
Application number: 3228/22,1
Application number: 46109/22,1
Application number: 24073/22,1
Application number: 46060/22,1
Application number: 29131/22,1
Application number: 2485/22,1
Application number: 24075/22,1
Application number: 27985/22,1
Application number: 17/13,1
"Daud v. Portugal, 21 April 1998, § 38, Reports 1998 II",1
Application number: 24237/10,1
Application number: 46579/14,1
Application number: 58873/14,1
Application number: 6692/02,1
Application number: 46596/14,1
"Lawless v. Ireland (no 3), 1 July 1961, §§ 36 and 38, Series A no 3",1
Application number: 10219/21,1
"Guzzardi v. Italy, 6 November 1980, §§ 92-93 and 95, Series A no 39",1
"Brannigan and McBride v. the United Kingdom, 26 May 1993, §§ 43 and 66, Series A no 258-B",1
"Aksoy v. Turkey, 18 December 1996, §§ 85-86, Reports of Judgments and Decisions 1996-VI",1
"Advisory opinion as to whether an individual may be denied authorisation to work as a security guard or officer on account of being close to or belonging to a religious movement, request no. P16-2023-001, Conseil d’État of Belgium, 14 December 2023",1
"Lindon, Otchakovsky-Laurens and July v. France [GC], judgment of 22 October 2007, § 45",1
Application number: 1311/21,1
Application number: 3404/19,1
Application number: 47825/19,1
Application number: 42738/21,1
Application number: 55090/21,1
Application number: 55098/21,1
Application number: 58880/18,1
Application number: 8940/19,1
Application number: 44633/21,1
Application number: 46700/19,1
Application number: 48791/18,1
Application number: 14931/19,1
Application number: 53523/21,1
Application number: 55063/19,1
Application number: 924/22,1
Application number: 28944/19,1
Application number: 16802/22,1
Application number: 38672/19,1
Application number: 3372/20,1
Application number: 44704/18,1
Application number: 3193/22,1
Application number: 58660/21,1
Application number: 4294/21,1
Application number: 55990/20,1
Application number: 43689/21,1
Application number: 8315/21,1
Application number: 25394/21,1
Application number: 48419/19,1
Application number: 46080/18,1
Application number: 2052/21,1
Application number: 7399/21,1
Application number: 47517/19,1
Application number: 35773/18,1
Application number: 11504/21,1
Application number: 49549/21,1
Application number: 45683/21,1
Application number: 50193/18,1
Application number: 43577/19,1
Application number: 5214/18,1
Application number: 18013/22,1
Application number: 62670/19,1
Application number: 30211/22,1
Application number: 20653/23,1
Application number: 21790/23,1
Application number: 10155/20,1
Application number: 84346/17,1
Application number: 10188/20,1
Application number: 43065/21,1
Application number: 11944/19,1
Application number: 26174/19,1
Application number: 1521/18,1
Application number: 21376/20,1
Application number: 12984/20,1
Application number: 40514/21,1
Application number: 19369/19,1
Application number: 14478/22,1
Application number: 83527/17,1
Application number: 23313/23,1
Application number: 19205/23,1
Application number: 4593/23,1
Application number: 12297/19,1
Application number: 55054/19,1
Application number: 17891/19,1
Application number: 26675/22,1
Application number: 2388/18,1
Application number: 11890/18,1
Application number: 18438/22,1
Application number: 10864/18,1
Application number: 1229/18,1
Application number: 23625/22,1
Application number: 36152/19,1
Application number: 8590/22,1
Application number: 27320/23,1
Application number: 45633/20,1
Application number: 21553/23,1
Application number: 49125/21,1
Application number: 46491/22,1
Application number: 12275/19,1
Application number: 57991/21,1
Application number: 51508/21,1
Application number: 61186/21,1
Application number: 22043/21,1
Application number: 16154/18,1
Application number: 1533/18,1
Application number: 18371/17,1
Application number: 19938/18,1
Application number: 10940/17,1
Application number: 534/11,1
Application number: 15977/17,1
Application number: 1084/10,1
Application number: 38636/17,1
Application number: 023/04,1
Application number: 22596/93,1
Application number: 40926/16,1
Application number: 17191/21,1
Application number: 25553/21,1
Application number: 33814/21,1
Application number: 13179/21,1
Application number: 30157/21,1
Application number: 50229/21,1
Application number: 35106/21,1
Application number: 61737/21,1
Application number: 32586/21,1
Application number: 32318/21,1
Application number: 3997/22,1
Application number: 33069/21,1
Application number: 25614/21,1
Application number: 42144/21,1
Application number: 19460/21,1
Application number: 58512/18,1
Application number: 20633/21,1
Application number: 22029/21,1
Application number: 56837/21,1
Application number: 99/01,1
Application number: 40296/16,1
Application number: 73942/17,1
Application number: 36977/21,1
Application number: 41109/21,1
Application number: 43447/21,1
Application number: 39936/21,1
Application number: 29392/21,1
Application number: 37512/21,1
Application number: 30971/21,1
Application number: 33454/21,1
Application number: 37326/21,1
Application number: 37501/21,1
Application number: 29913/21,1
Application number: 46702/21,1
Application number: 44628/21,1
Application number: 38554/21,1
Application number: 35293/21,1
Application number: 34382/21,1
Application number: 41053/21,1
Application number: 42356/21,1
Application number: 45317/21,1
Application number: 46049/21,1
Application number: 31708/21,1
Application number: 34536/21,1
Application number: 34273/21,1
Application number: 36292/21,1
Application number: 45837/21,1
Application number: 28976/21,1
Application number: 41406/21,1
Application number: 36306/21,1
Application number: 28881/21,1
Application number: 28279/21,1
Application number: 46428/21,1
Application number: 37573/21,1
Application number: 31298/21,1
Application number: 35008/21,1
Application number: 53209/17,1
Application number: 40459/21,1
Application number: 50257/21,1
Application number: 47784/18,1
Application number: 15402/21,1
Application number: 9041/21,1
Application number: 26067/21,1
Application number: 26035/21,1
Application number: 20425/21,1
Application number: 50738/20,1
Application number: 26784/21,1
Application number: 13046/21,1
Application number: 21468/21,1
Application number: 47071/21,1
Application number: 13424/21,1
Application number: 56623/21,1
Application number: 47148/21,1
Application number: 45349/21,1
Application number: 23408/21,1
Application number: 44148/21,1
Application number: 47285/20,1
Application number: 52777/20,1
Application number: 26787/21,1
Application number: 49590/21,1
Application number: 37784/21,1
Application number: 37792/21,1
Application number: 25926/21,1
Application number: 28180/21,1
Application number: 26045/21,1
Application number: 44372/21,1
Application number: 38254/21,1
Application number: 35944/21,1
Application number: 36271/21,1
Application number: 25925/21,1
Application number: 52734/19,1
Application number: 35012/19,1
Application number: 20331/21,1
Application number: 45469/22,1
Application number: 46352/21,1
Application number: 45002/21,1
Application number: 56424/21,1
Application number: 40494/21,1
Application number: 61701/21,1
Application number: 50293/21,1
Application number: 36922/21,1
Application number: 53232/21,1
Application number: 51994/21,1
Application number: 42744/21,1
